year,engine size,automatic transmission,mileage,fuel type,tax,mpg,price
2017,1.0,no,33947.0,petrol,150.0,64.2,6995.0
2013,1.0,no,30200.0,petrol,0.0,65.7,6995.0
2017,1.0,no,10000.0,petrol,0.0,69.0,6995.0
2017,1.0,no,17859.0,petrol,145.0,69.0,6995.0
2015,1.6,no,36000.0,diesel,0.0,76.3,6995.0
2016,1.6,no,66745.0,diesel,0.0,76.3,6995.0
2015,1.4,no,30010.0,petrol,150.0,47.1,6998.0
2015,1.2,no,30301.0,petrol,125.0,53.3,6998.0
2014,1.2,no,29095.0,petrol,30.0,54.3,6998.0
2013,1.2,no,44343.0,petrol,30.0,57.6,6998.0
2014,1.6,no,68650.0,diesel,20.0,67.3,6998.0
2016,1.5,no,38052.0,diesel,0.0,78.5,6998.0
2015,1.6,no,40779.0,petrol,200.0,43.5,6999.0
2015,2.2,no,37617.0,diesel,240.0,44.1,6999.0
2016,1.4,yes,38934.0,petrol,150.0,47.9,6999.0
2016,1.4,no,29516.0,petrol,30.0,55.4,6999.0
2015,1.4,no,38498.0,petrol,30.0,55.4,6999.0
2017,1.4,no,12716.0,petrol,150.0,55.4,6999.0
2017,1.2,no,30347.0,petrol,145.0,57.7,6999.0
2016,1.3,no,40706.0,petrol,30.0,58.0,6999.0
2014,1.7,no,80000.0,diesel,30.0,62.8,6999.0
2012,2.0,no,82293.0,diesel,30.0,64.2,6999.0
2014,1.0,no,40793.0,petrol,0.0,65.7,6999.0
2015,1.6,no,34793.0,diesel,20.0,70.6,6999.0
2016,1.6,no,68002.0,diesel,0.0,74.3,6999.0
2013,1.6,no,90000.0,diesel,0.0,74.3,6999.0
2016,1.4,no,29000.0,diesel,0.0,78.6,6999.0
2014,1.6,no,34496.0,petrol,150.0,47.9,7000.0
2016,1.4,no,35554.0,petrol,30.0,55.4,7000.0
2016,1.0,no,38366.0,petrol,20.0,61.4,7000.0
2017,1.0,no,23481.0,petrol,20.0,62.8,7000.0
2017,1.0,no,39000.0,petrol,145.0,64.2,7000.0
2014,1.0,no,28598.0,petrol,0.0,65.7,7000.0
2015,1.0,no,37650.0,petrol,0.0,65.7,7000.0
2016,1.0,no,41592.0,petrol,0.0,65.7,7000.0
2014,1.0,yes,41012.0,petrol,0.0,67.0,7000.0
2017,1.0,no,18589.0,petrol,0.0,68.9,7000.0
2015,1.0,no,9447.0,petrol,0.0,69.0,7000.0
2017,1.0,no,15182.0,petrol,145.0,69.0,7000.0
2016,1.6,no,63970.0,diesel,0.0,78.5,7000.0
2015,1.4,no,32500.0,petrol,30.0,55.4,7034.0
2017,1.0,no,9647.0,petrol,145.0,60.1,7040.0
2017,1.0,no,11162.0,petrol,145.0,64.2,7091.0
2017,1.4,no,14580.0,petrol,145.0,55.4,7095.0
2017,1.2,no,20477.0,petrol,145.0,57.7,7100.0
2016,1.4,no,19568.0,petrol,125.0,52.3,7121.0
2015,1.6,no,79622.0,diesel,0.0,78.5,7130.0
2014,1.7,no,36528.0,diesel,30.0,62.8,7131.0
2012,1.6,no,49000.0,petrol,145.0,47.1,7150.0
2015,1.0,no,37388.0,petrol,0.0,65.7,7150.0
2014,1.6,no,40736.0,diesel,20.0,67.3,7160.0
2014,1.0,no,45018.0,petrol,0.0,65.7,7170.0
2016,1.4,no,29176.0,petrol,125.0,54.3,7190.0
2015,1.6,no,24305.0,diesel,30.0,64.2,7190.0
2017,1.0,no,23437.0,petrol,145.0,68.9,7190.0
2017,1.0,no,21596.0,petrol,145.0,69.0,7190.0
2015,1.4,no,18000.0,petrol,125.0,51.4,7195.0
2017,1.0,no,13765.0,petrol,145.0,68.9,7195.0
2017,1.0,no,5600.0,petrol,145.0,69.0,7195.0
2016,1.5,no,49132.0,diesel,0.0,74.4,7197.0
2017,1.4,no,17002.0,petrol,30.0,54.3,7199.0
2013,1.7,no,44380.0,diesel,30.0,62.8,7199.0
2016,1.6,no,55408.0,diesel,20.0,72.4,7199.0
2017,1.0,no,24996.0,petrol,145.0,68.9,7200.0
2018,1.0,no,9303.0,petrol,145.0,69.0,7212.0
2016,1.4,no,34761.0,petrol,145.0,47.1,7215.0
2016,1.5,no,50211.0,diesel,0.0,88.3,7220.0
2016,1.0,no,12924.0,petrol,0.0,69.0,7228.0
2016,1.5,no,52478.0,diesel,0.0,88.3,7230.0
2013,1.0,no,39090.0,petrol,0.0,65.7,7236.0
2017,1.0,no,26203.0,petrol,145.0,64.2,7240.0
2015,1.0,no,35752.0,petrol,0.0,65.7,7249.0
2015,1.0,no,56000.0,petrol,30.0,55.4,7250.0
2014,1.0,no,13495.0,petrol,0.0,65.7,7250.0
2017,1.0,no,16499.0,petrol,145.0,69.0,7250.0
2016,1.6,no,63240.0,diesel,0.0,78.5,7250.0
2016,1.4,no,23058.0,petrol,145.0,47.9,7280.0
2015,2.0,no,33217.0,diesel,125.0,60.1,7280.0
2014,1.6,no,59989.0,petrol,145.0,47.9,7290.0
2015,1.4,no,35254.0,diesel,0.0,78.6,7290.0
2015,1.2,no,26104.0,petrol,125.0,54.3,7291.0
2017,1.2,no,32000.0,petrol,150.0,57.7,7295.0
2013,2.0,no,53010.0,diesel,30.0,61.4,7295.0
2017,1.0,no,12838.0,petrol,20.0,64.2,7295.0
2017,1.4,no,40309.0,petrol,145.0,47.1,7298.0
2014,1.2,no,30773.0,petrol,30.0,54.3,7298.0
2015,1.2,no,31387.0,petrol,125.0,54.3,7298.0
2015,1.3,no,32601.0,petrol,30.0,55.0,7298.0
2016,1.4,no,19500.0,petrol,30.0,55.4,7298.0
2015,1.4,no,46963.0,petrol,30.0,55.4,7298.0
2017,1.2,no,17517.0,petrol,145.0,57.7,7298.0
2014,1.0,no,44627.0,petrol,20.0,60.1,7298.0
2015,1.2,no,56000.0,petrol,20.0,60.1,7298.0
2017,1.6,no,67928.0,diesel,150.0,65.7,7298.0
2017,1.0,no,16523.0,petrol,145.0,68.9,7298.0
2017,1.4,no,23462.0,petrol,145.0,55.4,7299.0
2017,1.2,no,14401.0,petrol,150.0,57.7,7299.0
2017,1.0,no,23162.0,petrol,150.0,64.2,7299.0
2015,1.0,no,24074.0,petrol,0.0,65.7,7300.0
2017,1.2,no,9778.0,petrol,145.0,57.7,7311.0
2015,1.6,no,44929.0,diesel,0.0,78.4,7331.0
2015,1.0,no,19562.0,petrol,0.0,65.7,7342.0
2017,1.2,no,19804.0,petrol,150.0,53.3,7350.0
2018,1.4,no,25237.0,petrol,145.0,55.4,7352.0
2014,1.0,no,28000.0,petrol,0.0,65.7,7360.0
2015,1.5,no,50360.0,diesel,0.0,74.3,7380.0
2014,2.0,no,58372.0,diesel,30.0,62.8,7381.0
2015,1.4,no,28300.0,petrol,125.0,51.4,7390.0
2017,1.0,no,12115.0,petrol,150.0,60.1,7390.0
2018,1.0,no,18602.0,petrol,145.0,64.2,7390.0
2014,1.0,no,17014.0,petrol,0.0,65.7,7390.0
2017,1.0,no,22438.0,petrol,0.0,68.9,7390.0
2015,1.4,no,45617.0,petrol,160.0,44.8,7391.0
2017,1.4,no,43831.0,petrol,145.0,55.4,7395.0
2017,1.0,no,14500.0,petrol,0.0,69.0,7395.0
2015,1.0,no,49997.0,petrol,0.0,65.7,7399.0
2014,1.6,yes,43057.0,diesel,160.0,51.4,7420.0
2017,1.4,no,37485.0,petrol,30.0,55.4,7420.0
2017,1.2,no,24239.0,petrol,30.0,57.7,7425.0
2017,1.2,no,12370.0,petrol,125.0,54.3,7430.0
2016,1.4,no,21110.0,petrol,30.0,55.4,7430.0
2016,1.4,no,9250.0,petrol,30.0,55.4,7436.0
2016,1.4,no,21164.0,petrol,30.0,55.4,7436.0
2016,1.2,no,42701.0,petrol,125.0,54.3,7438.0
2011,2.0,yes,74000.0,diesel,150.0,53.3,7440.0
2017,1.2,no,5380.0,petrol,145.0,57.7,7440.0
2015,1.5,no,33600.0,petrol,160.0,44.8,7441.0
2016,1.4,no,19200.0,petrol,30.0,55.4,7450.0
2011,2.0,no,38264.0,diesel,30.0,64.2,7450.0
2017,1.0,no,15000.0,petrol,145.0,68.9,7450.0
2017,1.2,no,22500.0,petrol,145.0,53.3,7475.0
2012,1.6,no,70000.0,diesel,0.0,74.3,7475.0
2015,1.2,no,13967.0,petrol,125.0,54.3,7480.0
2016,1.5,no,62595.0,diesel,0.0,74.3,7480.0
2016,1.4,no,53220.0,petrol,125.0,50.4,7484.0
2015,1.2,no,11092.0,petrol,125.0,54.3,7485.0
2017,1.2,no,21043.0,petrol,30.0,58.9,7485.0
2011,2.1,no,89000.0,diesel,160.0,52.3,7490.0
2016,1.2,no,34000.0,petrol,30.0,55.4,7490.0
2017,1.4,no,19805.0,petrol,150.0,55.4,7490.0
2017,1.2,no,31801.0,petrol,30.0,57.7,7490.0
2014,1.6,no,70000.0,diesel,125.0,57.7,7490.0
2017,1.2,no,32481.0,petrol,145.0,60.1,7490.0
2017,1.0,no,12224.0,petrol,145.0,64.2,7490.0
2014,1.6,no,53998.0,diesel,20.0,67.3,7490.0
2013,1.6,no,49547.0,diesel,0.0,74.3,7490.0
2013,1.6,no,72599.0,diesel,0.0,74.3,7490.0
2018,1.0,no,1639.0,petrol,145.0,46.3,7494.0
2016,1.4,no,34391.0,petrol,160.0,47.1,7495.0
2017,1.2,no,33000.0,petrol,125.0,54.3,7495.0
2016,1.2,no,36779.0,petrol,125.0,54.3,7495.0
2017,1.4,no,18499.0,petrol,145.0,55.4,7495.0
2015,1.0,no,45317.0,petrol,30.0,57.6,7495.0
2013,1.2,no,51223.0,petrol,30.0,57.6,7495.0
2017,1.2,no,25203.0,petrol,30.0,57.7,7495.0
2016,1.2,no,27003.0,petrol,145.0,57.7,7495.0
2016,1.3,no,42752.0,petrol,30.0,58.0,7495.0
2017,1.0,no,11997.0,petrol,145.0,60.1,7495.0
2014,2.0,no,82000.0,diesel,30.0,62.8,7495.0
2013,2.0,no,83000.0,diesel,30.0,62.8,7495.0
2015,1.0,no,31945.0,petrol,0.0,65.7,7495.0
2015,1.3,no,29000.0,diesel,30.0,67.3,7495.0
2017,1.0,no,19996.0,petrol,150.0,68.9,7495.0
2016,1.0,no,9572.0,petrol,0.0,69.0,7495.0
2015,1.6,no,23760.0,diesel,0.0,78.4,7495.0
2018,1.0,no,11841.0,petrol,145.0,60.1,7497.0
2016,1.2,no,33631.0,petrol,125.0,54.3,7498.0
2016,1.3,no,30712.0,petrol,30.0,58.0,7498.0
2017,1.0,no,29948.0,petrol,20.0,64.2,7498.0
2014,1.0,no,29951.0,petrol,0.0,65.7,7498.0
2017,1.0,no,15261.0,petrol,150.0,68.9,7498.0
2016,1.2,no,4189.0,petrol,125.0,54.3,7499.0
2017,1.2,no,30328.0,petrol,125.0,54.3,7499.0
2017,1.4,no,19034.0,petrol,145.0,55.4,7499.0
2016,1.0,no,30302.0,petrol,0.0,65.7,7499.0
2016,1.6,no,39741.0,diesel,30.0,65.7,7499.0
2016,1.6,no,71305.0,diesel,0.0,74.3,7499.0
2015,1.5,no,37377.0,diesel,0.0,74.4,7499.0
2012,1.6,no,62000.0,petrol,145.0,49.6,7500.0
2015,1.4,no,16458.0,petrol,125.0,51.4,7500.0
2016,1.4,no,30000.0,petrol,125.0,52.3,7500.0
2016,1.2,no,13000.0,petrol,125.0,53.3,7500.0
2016,1.4,no,11405.0,petrol,125.0,54.3,7500.0
2015,1.2,no,23658.0,petrol,125.0,54.3,7500.0
2015,1.4,no,50023.0,petrol,125.0,54.3,7500.0
2017,1.4,no,34000.0,petrol,150.0,54.3,7500.0
2017,1.4,no,20640.0,petrol,145.0,55.4,7500.0
2017,1.4,no,34370.0,petrol,150.0,55.4,7500.0
2017,1.2,no,14689.0,petrol,145.0,57.7,7500.0
2018,1.2,no,13647.0,petrol,150.0,57.7,7500.0
2017,1.3,no,63379.0,petrol,30.0,58.0,7500.0
2012,2.0,no,75453.0,diesel,30.0,62.8,7500.0
2016,1.0,no,22313.0,petrol,0.0,65.7,7500.0
2013,1.0,no,34761.0,petrol,0.0,65.7,7500.0
2016,2.0,no,101980.0,diesel,20.0,67.3,7500.0
2015,1.5,no,31994.0,diesel,0.0,76.4,7500.0
2017,1.0,no,9613.0,petrol,150.0,64.2,7511.0
2013,1.6,yes,4046.0,petrol,235.0,39.8,7526.0
2017,1.2,no,22173.0,petrol,125.0,54.3,7540.0
2017,1.0,no,28980.0,petrol,145.0,68.9,7549.0
2016,1.3,no,38644.0,diesel,0.0,88.3,7549.0
2018,1.2,no,12010.0,petrol,145.0,57.7,7550.0
2016,1.5,no,45000.0,diesel,0.0,78.5,7550.0
2017,1.2,no,13143.0,petrol,125.0,54.3,7557.0
2017,1.0,no,25985.0,petrol,150.0,64.2,7559.0
2017,1.2,no,15898.0,petrol,145.0,53.3,7561.0
2016,1.2,no,32000.0,petrol,20.0,60.1,7561.0
2013,1.6,no,17490.0,diesel,0.0,78.5,7568.0
2016,1.4,no,53228.0,petrol,160.0,44.8,7590.0
2018,1.4,no,16002.0,petrol,145.0,55.4,7590.0
2018,1.4,no,12987.0,petrol,150.0,55.4,7591.0
2017,1.2,no,19647.0,petrol,145.0,57.7,7591.0
2016,1.4,no,30500.0,petrol,30.0,55.4,7593.0
2016,1.2,no,17166.0,petrol,30.0,57.6,7595.0
2016,1.4,no,33723.0,petrol,30.0,55.4,7598.0
2017,1.2,no,14733.0,petrol,145.0,54.3,7600.0
2017,1.2,no,8007.0,petrol,145.0,57.7,7600.0
2017,1.0,no,15618.0,petrol,145.0,60.1,7600.0
2017,1.0,no,16735.0,petrol,150.0,64.2,7600.0
2017,1.4,no,16668.0,petrol,30.0,55.4,7630.0
2015,1.0,no,18608.0,petrol,0.0,65.7,7630.0
2013,2.0,yes,63000.0,diesel,200.0,47.1,7651.0
2017,1.4,no,49930.0,petrol,145.0,52.3,7663.0
2016,1.4,no,17366.0,petrol,30.0,55.4,7680.0
2018,1.4,no,24478.0,petrol,145.0,55.4,7680.0
2017,1.4,no,22741.0,petrol,30.0,55.4,7681.0
2014,1.7,no,37356.0,diesel,30.0,60.1,7687.0
2019,1.0,no,7129.0,petrol,145.0,46.3,7689.0
2017,1.0,no,8950.0,petrol,145.0,64.2,7689.0
2015,1.5,no,31048.0,diesel,0.0,76.4,7691.0
2017,1.2,no,12868.0,petrol,125.0,54.3,7695.0
2017,1.2,no,26353.0,petrol,150.0,57.7,7695.0
2016,1.0,yes,10911.0,petrol,20.0,64.2,7695.0
2016,1.2,no,23039.0,petrol,125.0,54.3,7698.0
2017,1.0,no,25580.0,petrol,145.0,68.9,7698.0
2014,1.7,no,54940.0,diesel,125.0,57.6,7699.0
2015,1.6,no,29629.0,petrol,200.0,40.9,7700.0
2014,1.7,yes,66031.0,diesel,200.0,47.1,7700.0
2018,1.4,no,15887.0,petrol,145.0,55.4,7700.0
2017,1.2,no,7062.0,petrol,145.0,57.7,7700.0
2017,1.0,no,24437.0,petrol,145.0,60.1,7700.0
2018,1.0,no,13683.0,petrol,145.0,69.0,7700.0
2015,1.5,no,55952.0,diesel,0.0,74.3,7700.0
2015,1.5,no,85000.0,diesel,0.0,83.1,7740.0
2015,1.4,no,34446.0,petrol,200.0,43.0,7750.0
2015,1.6,no,37697.0,petrol,200.0,43.5,7750.0
2018,1.4,no,15470.0,petrol,145.0,55.4,7750.0
2018,1.0,no,16500.0,petrol,145.0,64.2,7750.0
2014,1.0,no,36610.0,petrol,0.0,65.7,7760.0
2016,1.0,no,38914.0,petrol,0.0,65.7,7760.0
2015,1.0,no,50356.0,petrol,20.0,61.4,7761.0
2016,1.5,no,39916.0,diesel,0.0,78.5,7770.0
2015,1.0,no,45750.0,petrol,125.0,53.3,7771.0
2013,1.6,yes,7000.0,petrol,145.0,47.9,7785.0
2015,1.4,no,38214.0,petrol,165.0,44.8,7790.0
2015,1.2,no,17456.0,petrol,125.0,54.3,7791.0
2016,1.6,no,100000.0,diesel,0.0,76.3,7792.0
2016,1.4,no,18309.0,petrol,30.0,55.4,7793.0
2017,2.0,no,114000.0,diesel,30.0,65.7,7793.0
2015,1.4,no,23498.0,petrol,125.0,54.3,7795.0
2014,2.0,no,55202.0,diesel,125.0,56.5,7795.0
2017,1.0,no,15896.0,petrol,150.0,68.9,7795.0
2016,1.6,no,82980.0,diesel,0.0,74.3,7795.0
2015,1.6,no,34997.0,petrol,200.0,40.9,7798.0
2015,1.2,no,19110.0,petrol,125.0,54.3,7799.0
2018,1.4,no,12388.0,petrol,145.0,55.4,7799.0
2014,1.0,no,28009.0,petrol,20.0,60.1,7799.0
2016,1.6,no,41802.0,diesel,0.0,74.3,7799.0
2015,1.6,no,57505.0,diesel,0.0,88.3,7799.0
2015,1.6,no,43022.0,diesel,0.0,78.4,7803.0
2018,1.4,no,14486.0,petrol,145.0,55.4,7840.0
2016,1.0,no,30200.0,petrol,0.0,65.7,7841.0
2019,1.4,no,10789.0,petrol,145.0,43.5,7850.0
2014,1.2,no,27111.0,petrol,125.0,51.4,7850.0
2017,1.0,no,10523.0,petrol,0.0,69.0,7850.0
2016,1.4,no,45399.0,diesel,0.0,78.6,7862.0
2015,1.6,yes,16796.0,petrol,160.0,44.1,7890.0
2018,1.0,no,16673.0,petrol,145.0,60.1,7896.0
2015,1.0,no,29768.0,petrol,20.0,60.1,7898.0
2015,1.0,no,30125.0,petrol,0.0,65.7,7899.0
2015,1.5,no,26000.0,petrol,160.0,44.8,7900.0
2016,1.6,no,28221.0,diesel,30.0,64.2,7900.0
2016,1.0,no,12869.0,petrol,0.0,69.0,7900.0
2013,1.6,no,67409.0,diesel,0.0,74.3,7900.0
2018,1.0,no,7508.0,petrol,145.0,46.3,7920.0
2015,1.0,no,39000.0,petrol,0.0,65.7,7930.0
2017,1.4,no,49699.0,petrol,125.0,51.4,7940.0
2017,1.6,no,54194.0,diesel,145.0,76.3,7940.0
2019,1.4,no,8261.0,petrol,145.0,43.5,7950.0
2017,1.4,no,24227.0,petrol,145.0,55.4,7950.0
2018,1.0,no,7419.0,petrol,145.0,64.2,7952.0
2015,1.0,no,35187.0,petrol,30.0,57.6,7955.0
2016,1.2,no,11.0,petrol,30.0,55.4,7970.0
2015,1.2,no,13996.0,petrol,125.0,54.3,7984.0
2014,1.2,no,29761.0,petrol,125.0,51.4,7990.0
2018,1.2,no,18000.0,petrol,145.0,53.3,7990.0
2010,2.0,yes,60000.0,diesel,145.0,53.3,7990.0
2016,1.4,no,26500.0,petrol,30.0,54.3,7990.0
2016,1.2,no,35116.0,petrol,20.0,58.8,7990.0
2016,1.2,no,26000.0,petrol,20.0,60.1,7990.0
2019,1.0,no,16330.0,petrol,145.0,60.1,7990.0
2015,1.0,no,27792.0,petrol,20.0,61.4,7990.0
2016,2.0,no,58000.0,diesel,30.0,62.8,7990.0
2017,1.0,no,39178.0,petrol,150.0,64.2,7990.0
2016,1.0,no,20362.0,petrol,0.0,65.7,7990.0
2017,1.0,no,39592.0,petrol,150.0,65.7,7990.0
2017,1.0,no,25318.0,petrol,0.0,68.9,7990.0
2016,1.0,no,37555.0,petrol,0.0,69.0,7990.0
2016,1.4,no,23671.0,petrol,125.0,51.4,7991.0
2018,1.0,no,7500.0,petrol,145.0,56.5,7991.0
2016,1.0,no,11611.0,petrol,0.0,65.7,7991.0
2016,1.0,no,38367.0,petrol,0.0,65.7,7991.0
2016,1.4,no,7490.0,petrol,125.0,52.3,7992.0
2017,1.4,no,24017.0,petrol,145.0,54.3,7992.0
2011,1.8,yes,83000.0,petrol,235.0,38.2,7995.0
2010,2.0,yes,41500.0,petrol,200.0,41.5,7995.0
2019,1.0,no,6239.0,petrol,145.0,46.3,7995.0
2016,1.4,no,43300.0,petrol,125.0,52.3,7995.0
2015,1.2,no,8500.0,petrol,125.0,53.3,7995.0
2016,1.4,no,12836.0,petrol,30.0,55.4,7995.0
2017,1.4,no,19586.0,petrol,30.0,55.4,7995.0
2016,1.4,no,34927.0,petrol,30.0,55.4,7995.0
2012,2.0,yes,103160.0,diesel,145.0,55.4,7995.0
2018,1.2,no,7800.0,petrol,150.0,57.7,7995.0
2017,1.2,no,18500.0,petrol,20.0,60.1,7995.0
2016,1.0,no,31000.0,petrol,20.0,60.1,7995.0
2018,1.0,no,6753.0,petrol,145.0,60.1,7995.0
2015,1.5,no,28761.0,diesel,30.0,61.4,7995.0
2014,1.0,no,45000.0,petrol,20.0,62.8,7995.0
2018,1.0,no,10744.0,petrol,145.0,64.2,7995.0
2015,1.0,no,16563.0,petrol,0.0,65.7,7995.0
2015,1.0,no,28000.0,petrol,0.0,65.7,7995.0
2017,1.0,no,10407.0,petrol,0.0,68.9,7995.0
2013,2.0,no,76005.0,diesel,20.0,68.9,7995.0
2017,1.0,no,6351.0,petrol,145.0,68.9,7995.0
2018,1.0,no,27235.0,petrol,150.0,68.9,7995.0
2015,1.5,no,59255.0,diesel,0.0,88.3,7995.0
2017,1.2,no,31803.0,petrol,125.0,54.3,7997.0
2008,3.0,yes,86800.0,diesel,325.0,34.9,7998.0
2015,1.6,no,31379.0,petrol,200.0,40.9,7998.0
2018,1.4,no,9109.0,petrol,145.0,43.5,7998.0
2015,1.4,no,40362.0,petrol,160.0,44.8,7998.0
2016,1.4,no,18562.0,petrol,125.0,50.4,7998.0
2017,1.4,no,21815.0,petrol,30.0,54.3,7998.0
2017,1.4,no,22587.0,petrol,30.0,54.3,7998.0
2014,1.0,no,9181.0,petrol,30.0,55.4,7998.0
2016,1.4,no,18654.0,petrol,30.0,55.4,7998.0
2016,1.4,no,19881.0,petrol,30.0,55.4,7998.0
2017,1.4,no,10647.0,petrol,150.0,55.4,7998.0
2017,1.0,no,11066.0,petrol,145.0,68.9,7998.0
2017,1.0,no,23406.0,petrol,145.0,68.9,7998.0
2016,1.3,no,23868.0,diesel,0.0,85.6,7998.0
2015,1.6,yes,19581.0,petrol,145.0,47.9,7999.0
2015,1.4,yes,59600.0,petrol,145.0,47.9,7999.0
2012,2.0,no,88706.0,diesel,160.0,51.4,7999.0
2016,1.0,no,12410.0,petrol,125.0,52.3,7999.0
2017,1.2,no,7390.0,petrol,150.0,53.3,7999.0
2014,1.2,no,40000.0,petrol,30.0,54.3,7999.0
2017,1.2,no,19353.0,petrol,125.0,54.3,7999.0
2018,1.4,no,4170.0,petrol,145.0,55.4,7999.0
2018,1.4,no,15661.0,petrol,145.0,55.4,7999.0
2014,1.0,no,29839.0,petrol,30.0,56.5,7999.0
2015,1.2,no,24000.0,petrol,20.0,58.9,7999.0
2016,1.2,no,50291.0,petrol,20.0,60.1,7999.0
2018,1.0,no,6313.0,petrol,140.0,60.1,7999.0
2016,1.0,no,51976.0,petrol,20.0,61.4,7999.0
2014,2.0,no,30021.0,diesel,125.0,61.4,7999.0
2015,2.0,no,89569.0,diesel,30.0,62.8,7999.0
2017,1.0,no,23656.0,petrol,20.0,64.2,7999.0
2016,1.0,no,34547.0,petrol,0.0,65.7,7999.0
2015,1.5,no,29681.0,petrol,160.0,44.8,8000.0
2012,2.0,yes,98000.0,diesel,200.0,47.7,8000.0
2016,1.4,no,38754.0,petrol,30.0,54.3,8000.0
2015,1.2,no,24678.0,petrol,125.0,54.3,8000.0
2016,1.4,no,26526.0,petrol,30.0,55.4,8000.0
2017,1.4,no,21799.0,petrol,145.0,55.4,8000.0
2018,1.2,no,11296.0,petrol,145.0,57.7,8000.0
2016,1.2,no,19398.0,petrol,30.0,58.9,8000.0
2015,1.2,no,27477.0,petrol,20.0,60.1,8000.0
2017,1.0,no,26731.0,petrol,145.0,64.2,8000.0
2015,1.0,no,14100.0,petrol,0.0,65.7,8000.0
2017,1.0,no,15378.0,petrol,0.0,68.9,8000.0
2016,1.0,no,15951.0,petrol,0.0,69.0,8000.0
2016,1.0,no,19787.0,petrol,0.0,69.0,8000.0
2017,1.4,no,16442.0,petrol,145.0,55.4,8020.0
2016,1.6,no,53861.0,diesel,20.0,72.4,8050.0
2016,1.6,no,57370.0,diesel,20.0,68.9,8060.0
2016,1.0,no,32685.0,petrol,0.0,66.0,8070.0
2015,1.2,no,22772.0,petrol,20.0,58.8,8075.0
2017,1.2,no,19493.0,petrol,125.0,54.3,8100.0
2016,1.0,no,29867.0,petrol,0.0,65.7,8120.0
2015,1.0,no,30610.0,petrol,0.0,65.7,8130.0
2016,1.0,no,38778.0,petrol,20.0,64.2,8134.0
2016,1.5,no,22034.0,diesel,0.0,74.4,8137.0
2015,1.2,no,25834.0,petrol,20.0,60.1,8150.0
2016,1.6,no,37806.0,diesel,0.0,78.5,8150.0
2015,1.5,no,65121.0,diesel,0.0,74.3,8151.0
2015,1.2,no,30274.0,petrol,20.0,60.1,8164.0
2016,1.6,no,58025.0,diesel,20.0,68.9,8180.0
2018,1.4,no,18601.0,petrol,145.0,54.3,8190.0
2016,1.6,yes,35230.0,petrol,150.0,47.9,8195.0
2016,1.0,no,23771.0,petrol,0.0,65.7,8198.0
2013,1.7,no,26454.0,diesel,145.0,48.7,8199.0
2015,2.0,no,59479.0,diesel,145.0,55.4,8199.0
2015,1.6,no,77288.0,diesel,0.0,74.3,8199.0
2019,1.0,no,14925.0,petrol,145.0,50.4,8200.0
2017,1.2,no,5089.0,petrol,145.0,53.3,8200.0
2017,1.2,no,10396.0,petrol,145.0,54.3,8200.0
2017,1.4,no,14128.0,petrol,145.0,55.4,8200.0
2015,1.3,no,17305.0,petrol,30.0,58.0,8200.0
2016,1.0,no,35615.0,petrol,20.0,58.9,8200.0
2016,1.0,no,24211.0,petrol,20.0,60.1,8200.0
2016,1.0,no,29529.0,petrol,0.0,65.7,8200.0
2017,1.0,no,17571.0,petrol,0.0,68.9,8200.0
2014,1.5,no,39331.0,diesel,0.0,74.3,8200.0
2015,1.6,no,36000.0,petrol,205.0,43.5,8210.0
2017,1.0,no,8606.0,petrol,0.0,68.9,8210.0
2015,1.5,no,33786.0,diesel,0.0,74.3,8225.0
2015,1.0,no,25090.0,petrol,20.0,60.1,8231.0
2016,1.2,no,27325.0,petrol,125.0,54.3,8232.0
2016,1.2,no,18270.0,petrol,125.0,54.3,8250.0
2018,1.4,no,27826.0,petrol,145.0,55.4,8250.0
2017,1.0,no,15000.0,petrol,0.0,68.9,8250.0
2016,1.6,no,30000.0,diesel,0.0,78.4,8250.0
2018,1.4,no,11209.0,petrol,145.0,54.3,8270.0
2017,1.4,no,21450.0,petrol,30.0,54.3,8275.0
2018,1.0,no,5685.0,petrol,145.0,60.1,8280.0
2014,1.4,no,68037.0,petrol,125.0,53.3,8290.0
2019,1.0,no,13773.0,petrol,145.0,57.7,8290.0
2015,1.6,no,37500.0,diesel,30.0,64.2,8290.0
2016,1.6,no,29185.0,diesel,0.0,74.3,8290.0
2017,1.5,no,26030.0,diesel,145.0,78.5,8290.0
2015,1.8,no,30916.0,petrol,235.0,38.6,8291.0
2019,1.0,no,5081.0,petrol,145.0,56.5,8291.0
2017,1.2,no,17772.0,petrol,145.0,58.9,8291.0
2013,1.8,no,68600.0,petrol,205.0,43.5,8295.0
2016,1.4,no,49050.0,petrol,125.0,50.4,8295.0
2015,1.6,no,29229.0,diesel,30.0,61.4,8295.0
2018,1.0,no,30108.0,petrol,145.0,64.2,8295.0
2017,1.0,no,10890.0,petrol,145.0,68.9,8295.0
2016,1.0,no,22919.0,petrol,0.0,65.7,8298.0
2013,1.3,yes,15134.0,petrol,30.0,55.4,8299.0
2015,1.6,no,44533.0,petrol,200.0,40.9,8300.0
2018,1.2,no,23043.0,petrol,150.0,57.7,8300.0
2016,1.6,no,31026.0,diesel,0.0,78.4,8322.0
2017,1.2,no,5224.0,petrol,145.0,53.3,8330.0
2018,1.2,no,7852.0,petrol,145.0,57.7,8343.0
2016,1.2,no,28387.0,petrol,30.0,56.5,8350.0
2016,1.2,no,32598.0,petrol,20.0,60.1,8350.0
2015,1.0,no,46935.0,petrol,20.0,60.1,8350.0
